step,pp_loss,fsdp_loss,abs_delta
379,4.209599,3.867046,0.342554
380,3.878623,3.587727,0.290896
381,4.194982,3.906799,0.288183
382,4.280423,3.939656,0.340767
383,4.417076,4.037843,0.379233
384,3.688379,3.425488,0.262891
385,4.175651,3.852626,0.323025
386,3.790334,3.442772,0.347562
387,4.252218,3.824147,0.428071
388,3.731133,3.380611,0.350522
389,4.080759,3.720827,0.359932
390,4.370356,4.020419,0.349937
391,4.122568,3.774835,0.347733
392,4.372165,4.065453,0.306713
393,4.320008,4.083864,0.236145
394,4.823519,4.632090,0.191430
395,4.675654,4.314763,0.360891
396,4.141273,3.939086,0.202188
397,4.032162,3.737385,0.294777
398,4.215698,3.942859,0.272839
399,4.147192,3.859294,0.287899
400,4.438934,4.182096,0.256838
401,4.584210,4.389057,0.195153
402,4.583899,4.128829,0.455070
403,3.898119,3.671065,0.227054
404,3.937193,3.684961,0.252232
405,3.656150,3.400554,0.255596
406,4.050611,3.873865,0.176745
407,4.147820,3.781905,0.365916
408,4.299879,3.982453,0.317426
409,3.960567,3.617708,0.342859
410,4.148171,3.905219,0.242952
411,4.005350,3.756701,0.248649
412,4.314061,4.041865,0.272196
413,4.173133,3.841740,0.331393
414,4.221842,3.874462,0.347379
415,3.878211,3.566594,0.311616
416,4.067168,3.805824,0.261343
417,4.402464,4.052651,0.349813
418,4.170800,3.943157,0.227643
419,4.188665,3.966843,0.221823
420,4.456141,4.182343,0.273798
421,4.301215,3.954183,0.347032
422,4.515373,4.122259,0.393114
423,3.779645,3.550209,0.229435
424,3.970580,3.694076,0.276504
425,4.125346,3.865873,0.259473
426,4.393600,4.103677,0.289924
427,3.967232,3.633958,0.333274
428,3.567177,3.368165,0.199012
429,4.464876,4.070663,0.394213
430,4.054673,3.734340,0.320333
431,4.166068,3.887763,0.278306
432,5.008010,4.660040,0.347970
433,3.942540,3.639801,0.302739
434,4.218684,3.885108,0.333576
435,4.543351,4.260015,0.283337
436,4.176131,3.985572,0.190559
437,4.263268,3.913449,0.349818
438,3.870480,3.549013,0.321466
439,4.428506,4.097438,0.331068
440,4.122255,3.765826,0.356429
441,4.212842,3.837611,0.375231
442,4.337991,3.978492,0.359499
443,4.151271,4.001113,0.150158
444,4.473202,4.233503,0.239699
