step,pp_loss,fsdp_loss,abs_delta
121,4.320032,4.563271,0.243239
122,4.253574,4.407606,0.154032
123,4.385857,4.521975,0.136118
124,4.486731,4.618790,0.132059
125,4.484431,4.748511,0.264080
126,4.467051,4.682199,0.215148
127,3.947822,4.199972,0.252150
128,4.167512,4.348118,0.180606
129,4.128590,4.338105,0.209516
130,4.376709,4.566067,0.189357
131,4.044618,4.363769,0.319151
132,3.997838,4.235194,0.237357
133,4.364597,4.637383,0.272786
134,4.373464,4.454550,0.081087
135,4.151653,4.361063,0.209410
136,4.848936,5.172790,0.323853
137,4.386140,4.533607,0.147467
138,4.109051,4.391185,0.282135
139,4.123816,4.376089,0.252274
140,4.454105,4.645111,0.191006
141,4.158696,4.453017,0.294322
142,4.135240,4.265650,0.130410
143,4.203623,4.483627,0.280004
144,4.282583,4.357916,0.075333
145,4.043077,4.283309,0.240231
146,4.046295,4.311500,0.265205
147,4.521923,4.696685,0.174762
148,4.229245,4.509500,0.280255
149,4.268955,4.409987,0.141032
150,4.039604,4.275030,0.235426
151,4.634139,5.035514,0.401375
152,3.652516,3.970928,0.318411
153,4.672422,4.868680,0.196258
154,4.029545,4.259769,0.230224
155,4.486866,4.773280,0.286414
156,3.766349,3.990768,0.224419
157,4.451987,4.612168,0.160181
158,4.288755,4.485943,0.197188
159,4.070951,4.298886,0.227935
160,3.985712,4.206163,0.220451
161,4.010304,4.163879,0.153575
162,3.996627,4.370822,0.374195
163,4.283409,4.427609,0.144200
164,4.256517,4.603476,0.346958
165,4.229041,4.558549,0.329508
166,3.800958,4.008091,0.207134
167,4.396320,4.758497,0.362176
168,4.400367,4.596147,0.195780
169,4.645715,4.956476,0.310761
170,4.624121,4.918310,0.294189
171,3.849961,4.147618,0.297657
172,4.254017,4.506085,0.252068
173,4.281576,4.502339,0.220763
174,4.683154,5.017475,0.334321
175,4.045513,4.320729,0.275216
176,4.283096,4.531669,0.248573
177,4.593586,4.772036,0.178450
178,3.623373,4.018081,0.394708
179,3.975365,4.118518,0.143152
180,4.020846,4.410303,0.389457
181,3.538601,3.820363,0.281761
182,4.511725,4.572039,0.060314
183,3.973833,4.221118,0.247285
184,4.611207,4.845989,0.234781
185,4.266880,4.533346,0.266466
186,3.880316,4.242242,0.361926
187,4.074616,4.286294,0.211678
188,4.288433,4.390791,0.102358
189,4.362409,4.627613,0.265204
190,4.393938,4.618818,0.224880
191,3.942469,4.176070,0.233601
192,4.076428,4.207732,0.131304
193,4.081581,4.191655,0.110074
194,4.318270,4.559483,0.241213
195,3.707954,3.950279,0.242325
196,3.635749,3.882528,0.246779
197,4.656462,4.847144,0.190682
198,3.742986,3.943215,0.200229
199,4.271128,4.617905,0.346777
200,4.337610,4.545049,0.207439
201,4.215390,4.399104,0.183713
202,3.771178,3.932444,0.161265
203,4.977914,5.147830,0.169915
204,4.489235,4.679623,0.190387
205,4.024414,4.241672,0.217258
206,3.908902,4.099133,0.190231
207,4.117760,4.353324,0.235565
208,3.929556,4.194558,0.265001
209,4.391352,4.554669,0.163317
210,4.457623,4.644827,0.187204
211,4.085822,4.403481,0.317659
212,3.918677,4.150552,0.231875
213,4.479988,4.695605,0.215617
214,4.010260,4.277556,0.267297
215,4.382699,4.590384,0.207686
216,3.991633,4.238423,0.246790
217,3.807392,4.054786,0.247394
218,3.913235,4.121145,0.207910
219,4.117173,4.292493,0.175321
220,3.652924,3.952666,0.299742
221,4.007685,4.323164,0.315479
222,3.614582,4.004268,0.389686
223,4.060905,4.299033,0.238128
224,4.261758,4.539940,0.278182
225,4.069085,4.295527,0.226442
226,4.313244,4.525757,0.212513
227,4.207699,4.488404,0.280705
228,3.838399,4.255795,0.417396
229,3.709232,3.816702,0.107471
230,3.844418,4.087101,0.242683
231,4.362306,4.493987,0.131680
232,3.785511,4.092481,0.306970
233,3.788420,4.023503,0.235083
234,4.138546,4.403167,0.264621
235,3.959488,4.299459,0.339971
236,4.136167,4.388177,0.252011
237,3.436810,3.643864,0.207054
238,3.885430,4.213973,0.328543
239,4.272872,4.510536,0.237664
240,4.040955,4.381302,0.340347
241,4.297683,4.548685,0.251002
242,3.778344,3.942038,0.163694
243,4.275099,4.547208,0.272110
244,4.561252,4.670509,0.109257
245,4.229808,4.581320,0.351512
246,3.789883,4.025399,0.235516
247,3.849569,3.948059,0.098489
248,4.528108,4.841858,0.313750
249,3.723323,3.950590,0.227266
250,3.863138,4.059418,0.196280
251,3.896116,4.130458,0.234342
252,3.894663,4.106624,0.211961
253,3.969142,4.302483,0.333340
254,4.130277,4.325987,0.195710
255,3.920101,4.153200,0.233099
256,4.261961,4.424875,0.162914
257,4.404370,4.630852,0.226482
258,3.683863,3.862135,0.178272
259,3.963732,4.150166,0.186434
260,4.251432,4.438342,0.186910
261,4.005828,3.991712,0.014116
262,3.913108,4.125484,0.212376
263,3.932777,4.262241,0.329464
264,4.083561,4.230697,0.147136
265,4.047492,4.268568,0.221076
266,3.830103,3.999077,0.168974
267,3.633166,3.873942,0.240776
268,4.257092,4.384791,0.127699
269,3.954075,4.238547,0.284472
270,3.594839,3.792338,0.197499
271,3.990617,4.143256,0.152639
272,3.887466,4.103994,0.216529
273,3.870088,4.042552,0.172465
274,3.873874,4.037295,0.163420
275,4.160268,4.429352,0.269084
276,4.352610,4.688455,0.335845
277,4.130529,4.373457,0.242928
278,4.052727,4.239421,0.186694
279,4.464019,4.690304,0.226285
280,3.464971,3.666938,0.201966
281,3.834612,3.957267,0.122656
282,4.044326,4.296548,0.252222
283,4.164366,4.412242,0.247876
284,3.574987,3.804940,0.229953
285,4.738020,4.969422,0.231402
286,3.982349,4.113209,0.130859
287,4.222867,4.346836,0.123969
288,3.617459,3.902390,0.284932
289,4.104516,4.314770,0.210254
290,3.154579,3.361685,0.207105
291,3.974164,4.267746,0.293582
292,3.781304,3.934903,0.153599
293,4.020241,4.194293,0.174052
294,3.644406,3.790393,0.145988
295,4.131410,4.370577,0.239167
296,4.482603,4.633099,0.150496
297,4.143465,4.353767,0.210302
298,3.434736,3.574543,0.139807
299,3.932186,4.093810,0.161623
300,4.106784,4.276808,0.170024
301,3.629603,3.871199,0.241596
302,4.200933,4.431828,0.230895
303,3.791543,4.054193,0.262650
304,4.079267,4.377251,0.297984
305,3.952461,4.219119,0.266657
306,3.973924,4.311226,0.337302
307,3.823540,3.974311,0.150771
308,3.833889,4.177996,0.344106
309,3.857025,4.072042,0.215017
310,4.042950,4.273461,0.230511
311,4.617867,4.786265,0.168398
312,4.184156,4.442340,0.258184
313,3.944005,4.241007,0.297001
314,4.252502,4.468613,0.216111
315,4.135431,4.347096,0.211666
316,3.854733,4.006973,0.152239
317,3.984892,4.232682,0.247790
318,3.855612,4.068803,0.213191
319,3.611961,3.812156,0.200195
320,3.735426,3.966806,0.231380
321,3.856374,3.951552,0.095178
322,3.483955,3.705351,0.221396
323,4.186301,4.467594,0.281293
324,4.040778,4.310030,0.269252
325,3.821225,4.071845,0.250619
326,3.645827,3.911725,0.265898
327,4.088188,4.261711,0.173523
328,4.424652,4.578034,0.153382
329,3.607486,3.877820,0.270334
330,3.543373,3.831521,0.288147
331,3.949085,4.216320,0.267236
332,3.935725,4.156420,0.220695
333,3.567329,3.805798,0.238469
334,4.174758,4.441400,0.266642
335,4.391765,4.487745,0.095981
336,3.366193,3.716624,0.350431
337,3.787652,4.016135,0.228483
338,4.301863,4.631709,0.329846
339,3.944460,4.094879,0.150419
340,4.035061,4.307249,0.272188
341,3.725448,4.004294,0.278847
342,4.100054,4.343847,0.243793
343,3.902998,4.127061,0.224063
344,3.607097,3.795580,0.188483
345,4.213512,4.456381,0.242869
346,3.694070,4.024138,0.330069
347,3.623990,3.883344,0.259354
348,3.854893,3.994045,0.139152
349,4.239553,4.396829,0.157276
350,4.243816,4.404107,0.160291
351,4.384250,4.589230,0.204980
352,4.394618,4.637476,0.242858
353,4.592909,4.744780,0.151871
354,4.108885,4.296271,0.187387
355,3.604529,3.955577,0.351048
356,3.892359,4.077995,0.185636
357,4.074457,4.277846,0.203389
358,3.612662,3.886485,0.273823
359,3.456851,3.740174,0.283323
360,3.840687,4.039802,0.199115
361,3.276194,3.488960,0.212765
362,3.925579,4.111580,0.186001
363,3.996142,4.100923,0.104781
364,4.166286,4.418294,0.252007
365,3.601009,3.859953,0.258944
366,4.106123,4.308334,0.202211
367,3.811832,4.085548,0.273716
368,3.757979,3.922510,0.164531
369,3.951645,4.305458,0.353812
370,3.777049,4.027177,0.250128
371,4.413709,4.609201,0.195492
372,4.199542,4.476299,0.276757
373,3.736618,3.859817,0.123199
374,3.723288,4.022295,0.299007
375,3.961254,4.167114,0.205861
376,3.557340,3.793515,0.236175
377,4.331099,4.582351,0.251252
378,3.878676,4.062857,0.184181
379,3.638143,3.858091,0.219948
380,4.025823,4.260614,0.234791
381,3.853763,4.044027,0.190264
382,3.898191,4.197522,0.299331
383,3.901623,4.130219,0.228595
384,4.406719,4.609205,0.202486
385,4.218908,4.360810,0.141901
386,3.582897,3.879571,0.296675
387,3.593760,3.733756,0.139996
388,3.531853,3.687892,0.156040
389,4.016742,4.251402,0.234660
390,4.165885,4.546396,0.380510
391,3.896624,4.026688,0.130064
392,3.517538,3.688472,0.170935
393,3.832574,4.152016,0.319442
394,3.530490,3.767061,0.236570
395,4.129671,4.329180,0.199509
396,4.175488,4.373226,0.197737
397,3.876713,4.178455,0.301742
398,3.905043,4.114184,0.209141
399,3.885157,4.090642,0.205486
400,4.628901,4.745980,0.117078
401,3.852098,4.090562,0.238464
402,4.269659,4.471366,0.201707
403,4.055510,4.488595,0.433085
404,4.595780,4.837917,0.242137
405,3.996966,4.175125,0.178159
406,4.015630,4.276081,0.260451
407,3.775339,4.048020,0.272681
408,4.086036,4.340837,0.254801
409,3.822375,4.082323,0.259948
410,3.758458,3.976624,0.218166
411,3.514143,3.749033,0.234890
412,3.491224,3.705107,0.213883
413,3.686625,3.919034,0.232409
414,4.282166,4.543343,0.261178
415,3.717595,3.895355,0.177761
416,4.093309,4.447697,0.354388
417,3.864756,4.013224,0.148467
418,3.691202,4.006868,0.315666
419,4.008647,4.182352,0.173705
420,3.947425,4.145809,0.198384
421,3.530138,3.575231,0.045093
422,4.216265,4.356153,0.139887
423,3.988728,4.233026,0.244297
424,3.867377,4.216503,0.349125
425,4.080092,4.336183,0.256091
426,3.603760,3.826663,0.222903
427,4.018626,4.160683,0.142056
428,4.391787,4.516222,0.124435
429,3.765552,3.916524,0.150972
430,3.469501,3.556296,0.086795
431,4.253865,4.295809,0.041944
432,3.983583,4.300904,0.317321
433,3.790439,4.059823,0.269383
434,3.482657,3.766625,0.283967
435,3.862244,4.126241,0.263998
436,3.887709,4.084232,0.196523
437,4.337084,4.475573,0.138489
438,4.320541,4.515800,0.195259
439,3.580982,3.817809,0.236827
440,3.335913,3.520176,0.184263
441,4.227848,4.393823,0.165975
442,3.994564,4.207868,0.213304
443,3.974408,4.189664,0.215256
444,3.882444,4.096605,0.214161
445,3.562857,3.757666,0.194809
446,3.422302,3.698697,0.276395
447,4.025902,4.223861,0.197959
448,3.416063,3.743063,0.327000
449,3.568480,3.850031,0.281551
450,4.076752,4.351618,0.274866
451,4.268686,4.387757,0.119071
452,3.527146,3.649320,0.122174
453,3.889429,4.019804,0.130375
454,4.211417,4.416334,0.204916
455,3.925713,4.156714,0.231001
456,4.043563,4.153878,0.110315
457,4.022686,4.213406,0.190721
458,3.434794,3.741805,0.307010
459,3.909395,4.142818,0.233423
460,3.642489,3.790390,0.147902
461,4.255480,4.593298,0.337818
462,3.413483,3.802965,0.389482
463,4.267140,4.469255,0.202115
464,3.539243,3.708258,0.169015
465,3.869462,4.115986,0.246523
466,3.842135,3.975471,0.133336
467,3.634797,3.796838,0.162041
468,3.872358,4.082837,0.210479
469,3.484201,3.731101,0.246900
470,3.639228,3.815082,0.175853
471,4.466625,4.700480,0.233854
472,3.858960,4.067565,0.208605
473,4.890100,5.053494,0.163394
474,3.392123,3.690233,0.298110
475,3.873635,4.092077,0.218442
476,4.121411,4.292164,0.170753
477,3.547483,3.693338,0.145855
478,3.839644,4.030931,0.191286
479,4.218125,4.347073,0.128947
480,3.637068,3.725596,0.088528
481,4.030793,4.277904,0.247110
482,3.805747,4.032956,0.227209
483,3.820298,3.885921,0.065623
484,3.725921,4.039177,0.313256
485,3.744694,3.882236,0.137542
486,3.897090,4.141326,0.244236
487,4.116262,4.309454,0.193192
488,3.879624,3.983147,0.103523
489,3.985144,4.235920,0.250776
490,3.740649,4.069000,0.328351
491,3.433244,3.633049,0.199805
492,3.883374,4.028135,0.144761
493,3.732702,3.961928,0.229225
494,4.180246,4.344217,0.163971
495,4.181048,4.399227,0.218179
496,3.691597,3.917830,0.226234
497,3.254790,3.576312,0.321522
498,4.308297,4.442942,0.134645
499,3.850880,3.910712,0.059832
500,3.825840,4.019795,0.193955
501,3.614268,3.832603,0.218335
502,3.972976,4.132591,0.159614
503,3.947486,4.209785,0.262299
504,3.810784,4.030315,0.219531
505,3.786436,4.062572,0.276135
506,3.539280,3.783577,0.244297
507,3.614559,3.776561,0.162002
508,4.154545,4.340752,0.186207
509,4.225453,4.444901,0.219448
510,3.834266,4.007624,0.173358
511,3.844965,4.031678,0.186713
512,3.393283,3.514402,0.121119
513,3.878236,4.112601,0.234365
514,3.332474,3.605546,0.273073
515,3.641204,3.829562,0.188359
516,3.944327,4.280656,0.336329
517,3.295815,3.510139,0.214324
518,3.819477,3.998953,0.179476
519,3.472728,3.681340,0.208611
520,4.204074,4.478792,0.274718
521,3.733361,3.993460,0.260099
522,3.791527,3.933862,0.142335
523,4.377879,4.583525,0.205646
524,3.990129,4.178923,0.188794
525,4.690524,4.807943,0.117420
526,4.162589,4.362020,0.199431
527,4.526299,4.682412,0.156114
528,3.664534,3.836056,0.171522
529,3.679214,3.874926,0.195713
530,4.105067,4.343927,0.238861
531,3.565119,3.702506,0.137388
532,3.942513,4.137293,0.194780
533,3.934977,4.082825,0.147848
534,4.611075,4.730385,0.119310
535,4.155091,4.297586,0.142495
536,4.164877,4.431367,0.266490
537,3.710744,3.929343,0.218598
538,3.408916,3.758109,0.349193
539,3.510205,3.699013,0.188808
540,3.599017,3.943600,0.344583
541,3.975051,4.215087,0.240036
542,3.544247,3.873898,0.329651
543,3.612965,3.948441,0.335476
544,4.149998,4.420981,0.270983
545,3.621478,3.755869,0.134392
546,3.677233,3.969723,0.292490
547,3.547803,3.670965,0.123162
548,4.074834,4.287844,0.213010
549,3.662559,3.943964,0.281405
550,3.964569,4.259261,0.294691
551,4.187998,4.420680,0.232682
552,3.802554,3.992686,0.190131
553,3.805205,4.006653,0.201449
554,3.430780,3.651529,0.220749
555,3.933115,4.168907,0.235793
556,4.038915,4.272591,0.233675
557,3.832748,3.994551,0.161803
558,4.457078,4.655983,0.198905
559,3.383136,3.498967,0.115831
560,4.331664,4.456575,0.124911
561,3.686544,3.877981,0.191437
562,4.455917,4.687563,0.231646
563,3.671513,3.905467,0.233954
564,3.586905,3.780203,0.193298
565,3.687135,3.994262,0.307127
566,3.694319,3.960940,0.266621
567,3.816340,4.015451,0.199111
568,4.149290,4.307187,0.157897
569,3.475444,3.809537,0.334093
570,3.350183,3.510478,0.160294
571,4.042811,4.255435,0.212624
572,3.819658,4.128016,0.308358
573,3.369598,3.549042,0.179444
574,4.099121,4.328823,0.229702
575,4.434247,4.717950,0.283703
576,4.379903,4.583001,0.203098
577,3.671292,3.903862,0.232570
578,3.848805,4.041655,0.192850
579,3.787674,4.023263,0.235588
580,4.358826,4.539013,0.180187
581,4.157178,4.342022,0.184844
582,3.399821,3.689593,0.289773
583,3.851644,4.061528,0.209884
584,3.793879,4.030935,0.237056
585,3.801690,3.973290,0.171601
586,3.905834,4.118246,0.212412
587,4.211080,4.488428,0.277349
588,3.588836,3.896740,0.307904
589,3.835667,4.004140,0.168473
590,4.265706,4.382989,0.117283
591,4.258308,4.313226,0.054918
592,3.943549,4.074350,0.130800
593,4.598968,4.761601,0.162634
594,3.442030,3.737942,0.295911
595,4.043868,4.183291,0.139423
596,4.071451,4.362402,0.290951
597,4.304219,4.405160,0.100941
598,3.902735,4.069546,0.166811
599,4.030914,4.327244,0.296330
600,4.114944,4.264452,0.149509
601,3.763828,4.022074,0.258246
602,3.797843,3.896795,0.098952
603,3.581540,3.780435,0.198895
604,3.440853,3.549528,0.108674
605,3.777380,3.953887,0.176507
606,3.380818,3.510519,0.129701
607,4.060690,4.430376,0.369686
608,3.579840,3.832094,0.252254
609,4.063089,4.264405,0.201316
610,3.942015,4.146647,0.204633
611,3.920848,4.232007,0.311159
612,3.801152,4.022846,0.221694
613,3.566549,3.725975,0.159426
614,3.969666,4.255210,0.285544
615,3.758308,4.009835,0.251528
616,3.891431,4.046849,0.155418
617,4.007716,4.185164,0.177449
618,4.500139,4.660723,0.160583
619,3.938355,4.144093,0.205738
620,3.755250,4.036064,0.280815
621,3.736717,3.983221,0.246504
622,3.885377,4.127080,0.241703
623,3.704003,3.870826,0.166822
624,3.631802,3.815477,0.183675
625,3.983237,4.207920,0.224683
626,4.157413,4.452279,0.294866
627,4.422296,4.591414,0.169119
628,3.873124,4.094571,0.221447
629,3.773188,3.963279,0.190092
630,3.678995,3.901733,0.222738
631,3.480993,3.823797,0.342804
632,3.352928,3.598192,0.245264
633,3.885756,4.117142,0.231385
634,3.539480,3.720253,0.180773
635,3.911767,4.033847,0.122080
636,3.377631,3.633152,0.255521
637,3.615369,3.843689,0.228320
638,3.442875,3.729284,0.286409
639,3.527193,3.653193,0.126001
640,3.960981,4.150548,0.189568
641,3.643170,3.875561,0.232391
642,3.714474,3.868807,0.154333
643,3.560333,3.844628,0.284295
644,3.605927,3.850948,0.245021
645,3.715304,4.022240,0.306936
646,4.731040,4.894702,0.163662
647,3.693676,4.045834,0.352157
648,3.619038,3.872079,0.253041
649,3.701296,3.941915,0.240619
650,3.274518,3.598550,0.324032
651,4.112428,4.185715,0.073287
652,3.308046,3.511212,0.203166
653,3.273827,3.510048,0.236222
654,3.612546,3.763650,0.151103
655,3.857092,4.107272,0.250180
656,3.727602,3.995511,0.267909
657,3.750630,4.089415,0.338785
658,3.805034,4.055868,0.250834
659,3.274586,3.606739,0.332153
660,3.653399,3.843507,0.190107
661,3.381314,3.467953,0.086639
662,3.600239,3.752034,0.151796
663,3.964412,4.126591,0.162179
664,3.746971,4.036675,0.289705
665,3.620436,3.764823,0.144387
666,3.676293,3.837390,0.161097
667,4.327657,4.612379,0.284722
668,3.854260,4.124673,0.270413
669,3.913011,4.167140,0.254129
670,4.283372,4.479696,0.196324
671,3.330439,3.474894,0.144455
672,4.078258,4.264871,0.186613
673,3.772261,3.977286,0.205025
674,3.707300,4.029878,0.322577
675,3.847579,3.946378,0.098799
676,3.581016,3.743135,0.162120
677,3.588477,3.776180,0.187703
678,3.399687,3.718774,0.319088
679,3.788037,4.009329,0.221292
680,3.814937,3.960875,0.145938
681,3.987058,4.252540,0.265482
682,3.641183,3.898662,0.257479
683,4.005127,4.157652,0.152525
684,3.909081,4.207488,0.298407
685,3.891237,4.200442,0.309205
686,3.405661,3.682405,0.276745
687,3.881835,4.054523,0.172688
688,3.526328,3.722824,0.196496
689,3.369425,3.573933,0.204508
690,3.631148,3.843481,0.212333
691,3.960532,4.240913,0.280381
692,3.883974,4.108033,0.224059
693,4.075483,4.187604,0.112121
694,3.596791,3.699192,0.102401
695,3.429173,3.683432,0.254258
696,3.846239,3.968552,0.122313
697,3.580725,3.731116,0.150391
698,3.348717,3.626729,0.278012
699,3.298997,3.495103,0.196106
700,3.391864,3.661623,0.269759
701,3.462831,3.785668,0.322837
702,3.612869,3.788194,0.175325
703,3.689777,3.891912,0.202135
704,3.461650,3.692456,0.230806
705,3.567489,3.883201,0.315711
706,3.333261,3.533549,0.200288
707,3.657937,3.794389,0.136451
708,3.648917,3.986346,0.337429
709,3.668753,3.803059,0.134306
710,4.036402,4.185977,0.149576
711,3.608603,3.741876,0.133272
712,3.639671,3.882799,0.243128
713,3.726439,3.911552,0.185113
714,3.483765,3.630138,0.146373
715,3.363980,3.520098,0.156118
716,3.855795,3.987073,0.131278
717,3.475536,3.736347,0.260810
718,4.104465,4.239104,0.134639
719,3.926374,4.021482,0.095109
720,3.952626,4.195348,0.242722
721,3.548324,3.734981,0.186656
722,4.053680,4.326848,0.273167
723,3.846673,4.091091,0.244418
724,3.237736,3.419268,0.181532
725,3.712703,3.828275,0.115571
726,3.408363,3.637575,0.229212
727,3.860209,4.087607,0.227398
728,3.678417,3.815491,0.137074
729,4.105752,4.277761,0.172009
730,3.911726,4.069977,0.158250
731,3.492278,3.688733,0.196455
732,3.394558,3.609360,0.214803
733,4.224172,4.381206,0.157034
734,3.499140,3.768950,0.269809
735,3.604491,3.774007,0.169516
736,3.933156,4.187503,0.254347
737,4.156441,4.240496,0.084055
738,3.983237,4.223526,0.240289
739,3.803305,3.982527,0.179221
740,4.242723,4.433096,0.190374
741,3.474608,3.637645,0.163037
742,3.767947,4.055123,0.287175
743,3.930115,4.129795,0.199680
744,3.966613,4.158968,0.192355
745,4.029874,4.197937,0.168062
746,4.040617,4.240787,0.200170
747,3.998257,4.150650,0.152393
748,3.617690,3.792542,0.174853
749,4.182491,4.396924,0.214433
750,4.028342,4.215114,0.186772
751,4.400407,4.498147,0.097740
752,3.418440,3.592090,0.173650
753,4.222396,4.459702,0.237306
754,3.452764,3.756009,0.303245
755,3.495094,3.806103,0.311009
756,3.361718,3.580932,0.219214
757,4.221947,4.406665,0.184718
758,4.117164,4.291168,0.174004
759,3.537838,3.806728,0.268890
760,3.858050,4.072296,0.214246
761,3.724148,3.923623,0.199476
762,3.662858,3.884170,0.221313
763,4.368680,4.502499,0.133818
764,4.133146,4.471868,0.338721
765,3.883794,4.075189,0.191395
766,3.257878,3.413659,0.155781
767,3.531550,3.626465,0.094915
768,3.928941,4.105809,0.176868
769,3.594834,3.745454,0.150620
770,3.758652,4.005791,0.247138
771,3.769676,4.065558,0.295882
772,3.926071,4.168573,0.242502
773,3.606147,3.938760,0.332613
774,3.298907,3.518672,0.219765
775,4.052215,4.201060,0.148846
776,3.538551,3.753792,0.215240
777,3.655042,3.741433,0.086390
778,3.637542,3.750580,0.113038
779,3.738943,3.887525,0.148582
780,3.967300,4.087631,0.120331
781,3.330949,3.410655,0.079706
782,3.535794,3.725354,0.189561
783,3.843958,3.982469,0.138511
784,3.895584,4.056314,0.160730
785,3.707021,3.957392,0.250372
786,3.563665,3.795758,0.232093
787,4.419672,4.609935,0.190263
788,3.804746,3.956766,0.152020
789,3.749744,3.915779,0.166035
790,4.075046,4.244902,0.169856
791,3.766607,3.936949,0.170343
792,3.572074,3.937207,0.365134
793,3.584047,3.814170,0.230123
794,3.426346,3.775356,0.349010
795,3.703027,3.856258,0.153232
796,4.106133,4.308909,0.202776
797,3.319323,3.442281,0.122957
798,4.278722,4.354358,0.075636
799,3.832090,4.039264,0.207173
800,3.641310,3.858000,0.216690
801,3.705873,4.035447,0.329574
802,4.006264,4.184769,0.178505
803,4.035561,4.122783,0.087223
804,3.641196,3.782957,0.141761
805,3.528589,3.665230,0.136640
806,3.578360,3.709308,0.130948
807,3.323919,3.459591,0.135673
808,3.589423,3.738495,0.149073
809,3.844855,4.024754,0.179898
810,3.395525,3.603130,0.207605
811,3.475235,3.598798,0.123563
812,3.524551,3.695888,0.171336
813,3.736321,3.904588,0.168267
814,3.745445,4.049666,0.304222
815,3.889771,4.173306,0.283534
816,4.180505,4.361232,0.180727
817,4.771237,4.837661,0.066424
818,3.911203,4.082347,0.171144
819,3.755951,4.020435,0.264484
820,3.409473,3.625871,0.216398
